CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs);NB DE RELATIONS NS;Relations Flous;DOI Distincts;Définition;Outils;Autres outils utilisés pour ces variables
Intrapersonal factor related to DEAB;Motivation;Basic psychological needs;Basic needs frustration;Basic needs frustration in sport;;;;;;;;;"""Psychological need frustration was thus conceptualized as the negative personal experiential state of feeling that one’s needs are actively undermined by others in a given context""(Bartholomew, Ntoumanis, Ryan, & Thøgersen-Ntoumani, 2011).";;
Intrapersonal factor related to DEAB;Motivation;Basic psychological needs;Basic needs satisfaction;;;;;;;;;;"Refers to the satisfaction of individuals’ basic psychological needs—competence (feeling effective and capable), relatedness (feeling meaningfully connected to others), and autonomy (experiencing self-determination and acting in accordance with one’s values and choices)—which are essential for well-being, adjustment, and personal growth (Ryan, 1995; Chen et al., 2015b).";;
Intrapersonal factor related to DEAB;Motivation;Basic psychological needs;Basic needs satisfaction;Basic needs satisfaction in sport;;;;;;;;;"""Refers to the satisfaction or fulfillment of individuals’ basic psychological needs (i.e., need for autonomy, competence, and relatedness), which are defined as the integration between innate psychological needs and support from the social environment"" (Ryan & Deci, 2004).";;
Intrapersonal factor related to DEAB;Motivation;Basic psychological needs;Basic needs satisfaction;Perceived autonomy;;;;;;;;;"""Refers to the sense of volition or choice"" (Kipp et al., 2015)";;
Intrapersonal factor related to DEAB;Motivation;Basic psychological needs;Basic needs satisfaction;Belongingness;;;;;;;;;Personality traits that moti-vate individuals to gain acceptance and avoid rejection areindispensable tools enabling survival and reproduction (Malone et al., 2012);;
Intrapersonal factor related to DEAB;Motivation;Self-determination for eating behavior;;;;;;;;;;;"Refers to the autonomous regulation of eating, in which individuals make food choices and engage in eating behaviors based on personal values and internal goals rather than external pressures. (Deci & Ryan, 2000; Pelletier et al., 1995).";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for eating behavior;Eating behavior self-determined motivational;;;;;;;;;;"Considers ""that the behavior is performed due to the positive values inherent in the behavior, while the person integrates the behavior into his/her daily lives, and includes identified regulation, integrated regulation, and intrinsic motivation"" (Fernandes et al., 2023)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for eating behavior;Eating behavior non-self determined motivational;;;;;;;;;;"Considers ""that the performance of the behavior is adjacent to coercive or self-imposed assumptions and it includes introjected regulation, external regulation, and in some instances, amotivation"" (Fernandes et al., 2023)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;;;;;;;;;;;"Refers to the extent to which athletes’ motivation is self-endorsed and autonomous, meaning they engage in training and competition out of choice and personal value rather than external contingencies (Deci & Ryan, 2000; Pelletier et al., 1995)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Amotivation;;;;;;;;;;"""It is the lack or absence of volitional drive to engage in any activity"" (Deci and Ryan, 1985)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;;;;;;;;;;It is the self-determined engagement in behaviors that are consistent with personal values, interests, or intrinsic goals. (Deci & Ryan, 2000).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Assimilation;;;;;;;;;Refers to the most autonomous form of extrinsic motivation, occurring when identified regulations are fully assimilated into the self. In this process, behavior is evaluated and brought into congruence with one’s core values, needs, and identity. Although actions driven by integrated regulation share characteristics with intrinsic motivation, they remain extrinsically motivated because they are performed to attain separable outcomes rather than for inherent enjoyment (Deci & Ryan, 2000).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Autonomous motivation for sport;;;;;;;;;"""Reflects acting to satisfy personally relevant goals"" (Chaba et al., 2019)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Commitment to exercise;;;;;;;;;"""It is a psychological motive of desiring and being determined to continue participating in exercise, with effects such as improving exercise behavior, alleviating psychological fatigue and exercise burnout, and maintaining an engaged state in exercise"" (Qiu et al., 2011).";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Exercising for health/fitness;;;;;;;;;Exercise to improve health and level of physical fitness (Petrie et al., 2009);;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Identification;;;;;;;;;Refers to the conscious endorsement of an activity’s value, accompanied by a high degree of volition and willingness to act (Ryan & Deci, 2020).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Intrinsic motivation;;;;;;;;;"""Refers to doing an activity for its inherent satisfactions rather than for some separable consequence"" (Ryan & Deci, 2000)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Positive exercise;;;;;;;;;Reflects enjoyment of physical activity, engagement for health-related reasons, and a preference for exercising in social contexts (Danielsen et al., 2015).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Autonomous forms for motivation;Harmonious passion toward an activity;;;;;;;;;"""Refers to an autonomous internalization, that is when people have freely accepted the activity that they love as being important without any contingencies attached to it"" (Vallerand et al., 2003)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;;;;;;;;;;Refers to the engagement in behaviors driven by external factors, including rewards, social approval, or avoidance of punishment or guilt, rather than by personal choice or intrinsic goals. (Deci & Ryan, 2000).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Body related motive;;;;;;;;;Refers to motives in relation to weight and appearance management for practicing their main sport and exercise (Maiano et al., 2015);;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Exercise to avoid negative affect;;;;;;;;;Refers to exercise activity for mood improvement, specifically negative affect (Adam et al., 2021);;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Controlled motivation for sport;;;;;;;;;"""Reflects engaging in behaviors because of external reinforcement"" (Chaba et al., 2019)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Exercise for appearance;;Exercising for appearance;;;;;;;Exercise to improve appearance of become more attractive (Petrie et al., 2009);;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Extrinsic regulation for sport;;;;;;;;;"""Refers to the classic case of extrinsic motivation, where one’s behavior is controlled by specific external contingencies of reward or punishment.” (Deci & Ryan, 1985)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Introjection;;;;;;;;;"""Concerns extrinsic motivation that has been partially internalized; behavior is regulated by the internal rewards of self-esteem for success and by avoidance of anxiety, shame, or guilt for failure"" (Ryan & Deci, 2020)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Exercise to improve mood;;"Compulsive exercise mood improvement ; Exercising for mood management";;;;;;;Exercise may be undertaken to improve mood, reflecting the perception that physical activity reduces negative affect and enhances positive affect (Adam et al., 2021), to experience mood-enhancing effects in a potentially compulsive manner (Taranis et al., 2011), or to manage emotional states and benefit from social interaction (Petrie et al., 2009).;;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Obligatory exercise;;;;;;;;;"""Defined as a continual participation in physical activity despite pain, obsession with the activity, and other psychopathology"" (Polivy, 1994)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Weight control;;;;;;;;;"""Refers to being healthy to achieve desired weight"" (Kiss-Leizer et al., 2019)";;
Intrapersonal factor related to DEAB;Motivation;Self-determination for sport;Controlled forms of motivation;Weight control exercise;;Compulsive exercise weight control;;;;;;;Physical activity may be undertaken for weight control purposes, reflecting the use of exercise as a compensatory strategy to regulate body weight (Adam et al., 2021), or in a more compulsive manner, characterized by the need to control weight and shape through exercise that offsets calorie intake (Meyer et al., 2016).;;
